#vertices
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
#arestas
0 2 2
0 3 8
0 4 9
0 38 3
0 6 6
0 7 7
0 40 1
0 9 4
0 42 5
0 43 5
0 44 3
0 48 7
0 35 5
0 22 8
0 23 6
0 24 8
0 31 10
1 0 6
1 48 7
1 35 5
1 36 4
1 37 1
1 6 10
1 39 2
1 8 2
1 9 8
1 42 4
1 44 8
1 38 7
1 16 7
1 17 9
1 18 4
1 21 6
1 24 1
1 27 9
1 28 10
2 32 10
2 33 3
2 3 4
2 36 4
2 5 2
2 6 1
2 39 3
2 40 6
2 41 8
2 12 6
2 45 1
2 20 9
2 24 10
2 25 7
2 27 3
2 28 10
2 30 6
2 37 5
3 32 8
3 1 5
3 35 4
3 4 6
3 40 2
3 43 6
3 44 5
3 46 5
3 25 2
3 29 2
4 1 2
4 5 7
4 6 4
4 11 4
4 13 8
4 14 2
4 15 4
4 17 4
4 18 8
4 21 3
4 22 8
4 24 2
4 25 2
4 26 3
4 27 1
4 29 6
4 33 3
4 37 7
4 41 9
4 43 10
4 44 3
4 45 2
4 48 3
5 1 2
5 2 10
5 4 9
5 7 5
5 40 2
5 41 7
5 10 8
5 11 5
5 45 1
5 46 9
5 48 7
5 17 10
5 18 8
5 23 7
5 24 10
5 27 6
5 28 9
5 42 7
6 32 7
6 1 2
6 2 5
6 5 3
6 39 5
6 40 10
6 11 7
6 15 8
6 48 9
6 49 4
6 24 4
6 25 1
6 28 1
7 0 4
7 33 3
7 2 8
7 35 4
7 4 8
7 5 3
7 1 3
7 10 7
7 44 9
7 36 1
7 45 3
7 16 9
7 18 6
7 25 7
7 28 8
7 31 8
8 34 3
8 3 9
8 36 1
8 38 10
8 6 3
8 41 5
8 13 3
8 14 7
8 45 7
8 49 10
8 20 5
8 46 9
8 22 8
8 23 2
8 25 5
8 29 2
8 30 4
9 0 3
9 3 2
9 4 7
9 6 7
9 41 7
9 42 6
9 43 10
9 13 8
9 45 10
9 11 1
9 49 8
9 18 5
9 19 9
9 20 2
9 26 8
9 47 1
10 35 6
10 3 2
10 36 2
10 37 4
10 38 5
10 40 3
10 9 8
10 46 8
10 12 8
10 14 2
10 15 7
10 17 2
10 19 10
10 21 3
10 25 2
10 26 7
10 47 4
10 28 4
10 29 6
10 30 6
10 31 4
11 42 7
11 35 6
11 3 7
11 4 10
11 37 2
11 8 2
11 10 8
11 45 4
11 46 2
11 47 9
11 49 3
11 19 7
11 20 3
11 23 6
11 26 7
11 27 8
11 28 5
11 29 6
11 30 2
12 35 2
12 49 10
12 40 10
12 41 9
12 11 9
12 45 9
12 14 7
12 17 4
12 21 10
12 43 10
12 24 2
12 27 5
12 28 3
12 29 6
13 0 7
13 36 10
13 37 5
13 6 1
13 7 7
13 9 3
13 43 6
13 12 5
13 47 7
13 23 2
13 25 1
13 38 6
13 28 8
13 29 10
13 30 6
14 33 7
14 2 9
14 3 1
14 36 8
14 49 1
14 8 4
14 9 3
14 42 3
14 44 1
14 45 8
14 48 10
14 17 10
14 18 1
14 19 3
14 22 8
14 26 5
14 27 6
15 0 2
15 34 5
15 35 9
15 4 10
15 5 10
15 6 2
15 41 2
15 10 4
15 11 10
15 45 3
15 46 9
15 47 3
15 16 8
15 17 10
15 18 7
15 20 6
15 24 1
15 25 10
15 29 4
16 0 3
16 32 9
16 2 7
16 34 3
16 5 9
16 35 7
16 40 1
16 10 6
16 12 4
16 13 7
16 45 8
16 48 8
16 19 10
16 23 1
16 24 6
16 26 8
16 38 10
16 28 10
16 37 10
17 48 3
17 2 8
17 35 8
17 37 2
17 38 2
17 40 1
17 10 4
17 44 1
17 13 5
17 34 1
17 42 3
17 20 8
17 22 5
17 26 2
17 29 9
18 0 10
18 3 7
18 4 8
18 38 6
18 7 9
18 8 10
18 41 3
18 10 10
18 44 6
18 14 1
18 47 9
18 19 1
18 22 7
18 25 2
18 27 7
18 36 5
19 3 4
19 39 1
19 41 7
19 43 1
19 45 4
19 46 8
19 15 5
19 16 9
19 35 5
19 21 4
19 22 6
19 24 4
19 25 3
20 35 1
20 40 3
20 9 4
20 42 7
20 11 5
20 16 10
20 19 7
20 22 6
20 26 10
20 27 1
20 30 6
21 1 6
21 34 5
21 35 8
21 4 4
21 5 7
21 6 9
21 7 6
21 8 3
21 9 5
21 10 9
21 38 1
21 15 4
21 49 10
21 27 4
21 30 1
21 37 5
22 0 9
22 2 4
22 35 5
22 37 8
22 8 8
22 43 7
22 34 5
22 15 2
22 18 7
22 20 10
22 21 6
22 23 8
22 24 9
22 25 1
22 26 1
22 27 10
22 28 10
22 30 1
23 32 10
23 48 8
23 3 1
23 36 7
23 6 5
23 11 3
23 12 10
23 13 5
23 47 2
23 16 8
23 17 7
23 20 9
23 25 3
23 4 1
23 28 1
23 31 5
24 2 5
24 3 7
24 4 6
24 6 1
24 42 7
24 11 7
24 12 4
24 34 1
24 14 10
24 15 1
24 43 6
24 18 8
24 20 3
24 23 9
24 25 9
24 26 3
25 33 4
25 35 4
25 4 1
25 7 8
25 8 3
25 41 7
25 11 6
25 48 2
25 49 4
25 18 10
25 21 1
25 24 5
25 26 2
25 29 8
25 31 8
26 43 8
26 4 7
26 5 6
26 8 8
26 10 2
26 11 3
26 44 4
26 46 9
26 47 1
26 37 4
26 42 2
26 20 4
26 21 3
26 24 7
26 25 2
26 29 8
26 36 1
27 32 2
27 2 1
27 38 3
27 6 5
27 40 10
27 41 10
27 42 10
27 11 10
27 12 7
27 45 5
27 46 9
27 15 4
27 49 9
27 18 9
27 19 5
27 20 6
27 21 9
27 23 7
27 30 6
27 31 10
28 33 2
28 2 9
28 36 9
28 37 8
28 17 4
28 8 3
28 12 8
28 34 10
28 46 9
28 45 1
28 49 7
28 20 8
28 40 8
28 47 5
28 29 3
29 32 8
29 34 4
29 3 6
29 36 10
29 5 4
29 6 4
29 40 5
29 44 1
29 18 8
29 19 7
29 24 6
29 25 10
29 38 5
29 30 2
30 36 10
30 5 5
30 38 5
30 7 8
30 9 9
30 11 10
30 14 1
30 48 2
30 49 1
30 18 2
30 22 7
30 23 6
30 27 4
30 28 4
30 29 3
30 31 1
31 2 7
31 4 7
31 38 1
31 49 4
31 42 6
31 48 9
31 17 5
31 19 2
31 23 3
31 26 4
31 27 10
31 28 1
31 29 4
31 30 6
32 1 10
32 45 6
32 4 3
32 37 3
32 6 4
32 48 5
32 8 1
32 38 4
32 11 2
32 13 6
32 46 2
32 15 3
32 16 8
32 19 2
32 22 9
32 24 3
32 27 8
32 30 5
33 1 6
